cycle,range_bin,doppler_bin,output_hex
1149755000,28,7,ff39fa52
1149765000,28,8,fe910236
1149775000,28,9,048cff19
1149785000,28,10,fcc303b7
1149795000,28,11,0006fc3b
1149805000,28,12,01e9ff3c
1149815000,28,13,fecd0195
1149825000,28,14,ffeefff3
1149835000,28,15,001dff82
1151715000,28,16,00450042
1151725000,28,17,00430064
1151735000,28,18,fe59fe02
1151745000,28,19,031f01b1
1151755000,28,20,fdcf01f4
1151765000,28,21,0399f9b9
1151775000,28,22,fc8c07a6
1151785000,28,23,fffefd27
1151795000,28,24,00c1fe50
1151805000,28,25,015902ce
1151815000,28,26,ffed00ba
1151825000,28,27,fe310095
1151835000,28,28,ffe3fbf2
1151845000,28,29,01630259
1151855000,28,30,0026ffce
1151865000,28,31,ffcaffa7
1153745000,29,0,ffbcffc8
1153755000,29,1,ffbfffde
1153765000,29,2,01d50175
1153775000,29,3,fc99fe2d
1153785000,29,4,04850060
1153795000,29,5,fcdafe1c
1153805000,29,6,005d0486
1153815000,29,7,0007fc96
1153825000,29,8,ff7cffec
1153835000,29,9,0197009a
1153845000,29,10,fefb01cf
1153855000,29,11,ffe3fedb
1153865000,29,12,ffeffe18
1153875000,29,13,00e40274
1153885000,29,14,fee7ff02
1153895000,29,15,00a90062
1155775000,29,16,00170038
1155785000,29,17,ffdbffd5
1155795000,29,18,fe75ff8d
1155805000,29,19,0382ffa9
1155815000,29,20,fbce0136
1155825000,29,21,053afe16
1155835000,29,22,fc0302cb
1155845000,29,23,010efeb6
1155855000,29,24,fe9ffef4
1155865000,29,25,00a70201
1155875000,29,26,02b5ffc3
1155885000,29,27,fd740071
1155895000,29,28,fe50fe7a
1155905000,29,29,0220ff58
1155915000,29,30,ffb700d9
1155925000,29,31,ffd8ff8c
1157805000,30,0,0041fffb
1157815000,30,1,ffc40087
1157825000,30,2,0011ffc4
1157835000,30,3,00a4fdc6
1157845000,30,4,ffa00461
1157855000,30,5,ffeffada
1157865000,30,6,ff4d02fc
1157875000,30,7,0207ffc4
1157885000,30,8,fa87fec5
1157895000,30,9,05980057
1157905000,30,10,fed30354
1157915000,30,11,fe44fb92
1157925000,30,12,008002c7
1157935000,30,13,00e9feec
1157945000,30,14,000f00dc
1157955000,30,15,ffb5ff68
1159835000,30,16,ffd200af
1159845000,30,17,0029ff7e
1159855000,30,18,ff1fffac
1159865000,30,19,02b9ff75
1159875000,30,20,fb960291
1159885000,30,21,030efce1
1159895000,30,22,feaf0418
1159905000,30,23,ff3dfd45
1159915000,30,24,022cffc3
1159925000,30,25,fe3dffe6
1159935000,30,26,00db0176
1159945000,30,27,011fff23
1159955000,30,28,fedc00a9
1159965000,30,29,0150008f
1159975000,30,30,fe57006a
1159985000,30,31,0067fedf
1161865000,31,0,0020fff3
1161875000,31,1,ff5e0084
1161885000,31,2,00f5fef6
1161895000,31,3,fe4701a7
1161905000,31,4,03e4fe1b
1161915000,31,5,fae5004e
1161925000,31,6,035401e9
1161935000,31,7,fed5fe63
1161945000,31,8,0020019d
1161955000,31,9,006cfc46
1161965000,31,10,018b0370
1161975000,31,11,fcb1ffef
1161985000,31,12,0038fe21
1161995000,31,13,03790160
1162005000,31,14,fd90ff55
1162015000,31,15,004b001f
1163895000,31,16,ffe0001a
1163905000,31,17,00d3ff8e
1163915000,31,18,ffde0123
1163925000,31,19,ff63fdb3
1163935000,31,20,02ca025a
1163945000,31,21,fd39009e
1163955000,31,22,fe93feae
1163965000,31,23,016afea5
1163975000,31,24,0188010c
1163985000,31,25,00fb0198
1163995000,31,26,fdd8fc85
1164005000,31,27,019d0263
1164015000,31,28,ffbe0060
1164025000,31,29,ff0d0014
1164035000,31,30,00afff32
1164045000,31,31,ffaa0025
1165925000,32,0,ffd8ffc7
1165935000,32,1,008dffff
1165945000,32,2,fe3c0024
1165955000,32,3,01c8ff10
1165965000,32,4,ff3a0277
1165975000,32,5,0099faed
1165985000,32,6,ff1305ae
1165995000,32,7,fe3cfef4
1166005000,32,8,03aefc0b
1166015000,32,9,fe110311
1166025000,32,10,01040172
1166035000,32,11,fb96ff08
1166045000,32,12,0714fe73
1166055000,32,13,fc9901fb
1166065000,32,14,0001fe60
1166075000,32,15,006e009c
1167955000,32,16,00560091
1167965000,32,17,ff05004c
1167975000,32,18,015bfe49
1167985000,32,19,ff1d01f3
1167995000,32,20,0098003b
1168005000,32,21,0125fd71
1168015000,32,22,ff6803e2
1168025000,32,23,fcd1fd4c
1168035000,32,24,034602e7
1168045000,32,25,fb77fd8a
1168055000,32,26,0357ff5f
1168065000,32,27,001701b7
1168075000,32,28,ff94fc31
1168085000,32,29,009f034d
1168095000,32,30,ff6efff2
1168105000,32,31,003bff36
1169985000,33,0,ff880009
1169995000,33,1,0004ffce
1170005000,33,2,00cf013e
1170015000,33,3,fde8fd1c
1170025000,33,4,028903b3
1170035000,33,5,fddefbfb
1170045000,33,6,027b03b1
1170055000,33,7,fd95ff4f
1170065000,33,8,ff7afcbb
1170075000,33,9,02700330
1170085000,33,10,008700a6
1170095000,33,11,fc26fdc0
1170105000,33,12,02e10081
1170115000,33,13,ffea0153
1170125000,33,14,ff4bfeab
1170135000,33,15,00990051
1172015000,33,16,0015fff8
1172025000,33,17,fffe0064
1172035000,33,18,ffd0ff56
1172045000,33,19,ffbf000b
1172055000,33,20,00750047
1172065000,33,21,0139fd99
1172075000,33,22,0136042b
1172085000,33,23,fd58fdd2
1172095000,33,24,fe2f0118
1172105000,33,25,02c8ff48
1172115000,33,26,014afdec
1172125000,33,27,fdf7041f
1172135000,33,28,fff7fb0d
1172145000,33,29,01850377
1172155000,33,30,ff20fe07
1172165000,33,31,006e00b0
1174045000,34,0,ff7a0001
1174055000,34,1,ffddfef7
1174065000,34,2,00830274
1174075000,34,3,fe9afecb
1174085000,34,4,019dfe8f
1174095000,34,5,01bc01cb
1174105000,34,6,fcce0104
1174115000,34,7,00bbfca0
1174125000,34,8,01fa00c1
1174135000,34,9,fd2d01a5
1174145000,34,10,01cffe9c
1174155000,34,11,fe9a0163
1174165000,34,12,013bff13
1174175000,34,13,0022ff61
1174185000,34,14,fe4400d0
1174195000,34,15,01790022
1176075000,34,16,ffffffc3
1176085000,34,17,004900ff
1176095000,34,18,ff2bfe54
1176105000,34,19,00a80057
1176115000,34,20,002dff2b
1176125000,34,21,019c0294
1176135000,34,22,fe390033
1176145000,34,23,ffc5fbe0
1176155000,34,24,007101db
1176165000,34,25,ff5d0169
1176175000,34,26,0127fe2e
1176185000,34,27,ff980181
1176195000,34,28,ffd3fe1f
1176205000,34,29,003eff7c
1176215000,34,30,007d009b
1176225000,34,31,ffd3ffe8
1178105000,35,0,ff6dffa0
1178115000,35,1,00f60088
1178125000,35,2,fec00061
1178135000,35,3,004afdb4
1178145000,35,4,019501df
1178155000,35,5,fde9fee0
1178165000,35,6,fff103e3
1178175000,35,7,00d7faaf
1178185000,35,8,01610362
1178195000,35,9,feaafdf4
1178205000,35,10,001802b7
1178215000,35,11,ff64fc6e
1178225000,35,12,01910267
1178235000,35,13,fedbff48
1178245000,35,14,ffb3ff6d
1178255000,35,15,00a700db
1180135000,35,16,00700016
1180145000,35,17,ff7900da
1180155000,35,18,0010fdb9
1180165000,35,19,fedb0121
1180175000,35,20,02b70025
1180185000,35,21,ff06fd39
1180195000,35,22,01520555
1180205000,35,23,fdd7fce7
1180215000,35,24,0100014e
1180225000,35,25,fed1feea
1180235000,35,26,0154fee9
1180245000,35,27,ffa903e1
1180255000,35,28,fe9dfb53
1180265000,35,29,026801cb
1180275000,35,30,fefe0025
1180285000,35,31,ffd5ff77
1182165000,36,0,ff96ffe0
1182175000,36,1,ff3bfffb
1182185000,36,2,023d009c
1182195000,36,3,fd52ff7f
1182205000,36,4,0159ff67
1182215000,36,5,014dfe52
1182225000,36,6,fdfb05a1
1182235000,36,7,ffb1fc19
1182245000,36,8,fffefcc4
1182255000,36,9,02170697
1182265000,36,10,fe9bfcae
1182275000,36,11,ff0e018f
1182285000,36,12,01a7fe25
1182295000,36,13,ffcd00e0
1182305000,36,14,ff61fffd
1182315000,36,15,00bbfffd
1184195000,36,16,fff0003a
1184205000,36,17,001f00cd
1184215000,36,18,ff26fdb2
1184225000,36,19,01130183
1184235000,36,20,000f000b
1184245000,36,21,00b0ff4b
1184255000,36,22,ffc20101
1184265000,36,23,fef9ffff
1184275000,36,24,ffc2fd92
1184285000,36,25,02b502df
1184295000,36,26,fe8cfede
1184305000,36,27,0041042b
1184315000,36,28,fe2bf8d5
1184325000,36,29,02480321
1184335000,36,30,ff280003
1184345000,36,31,006fff8b
1186225000,37,0,006affcf
1186235000,37,1,feebffa6
1186245000,37,2,0128002b
1186255000,37,3,ff18fe90
1186265000,37,4,01ee0408
1186275000,37,5,fc99fa76
1186285000,37,6,01f00308
1186295000,37,7,ffa50117
1186305000,37,8,ff44fde3
1186315000,37,9,011b00ca
1186325000,37,10,007c01ab
1186335000,37,11,fd5cfe74
1186345000,37,12,0308000a
1186355000,37,13,ffe90056
1186365000,37,14,fe88ff56
1186375000,37,15,009f00b1
1188255000,37,16,ffabfffe
1188265000,37,17,000e00de
1188275000,37,18,ff62fec5
1188285000,37,19,fe590100
1188295000,37,20,02e0ff15
1188305000,37,21,00a3feea
1188315000,37,22,ff460335
1188325000,37,23,fd2cfe46
1188335000,37,24,025500bc
1188345000,37,25,fecc00fa
1188355000,37,26,00c2fdbd
1188365000,37,27,00a10274
1188375000,37,28,ff58fdcd
1188385000,37,29,ffc30136
1188395000,37,30,ff86ff75
1188405000,37,31,00e20006
1190285000,38,0,ff98ffda
1190295000,38,1,006f00ed
1190305000,38,2,ff72ff3e
1190315000,38,3,ffe1ffb8
1190325000,38,4,00a80268
1190335000,38,5,0099fb48
1190345000,38,6,ffb505b9
1190355000,38,7,00abfbac
1190365000,38,8,fb40003e
1190375000,38,9,0637ffa3
1190385000,38,10,fd0004d4
1190395000,38,11,ff8dfbac
1190405000,38,12,0138003c
1190415000,38,13,000d00e4
1190425000,38,14,ff29fff9
1190435000,38,15,0093ffb4
1192315000,38,16,ffd90062
1192325000,38,17,ffe0ff58
1192335000,38,18,008cffe7
1192345000,38,19,00e40063
1192355000,38,20,ff17fe78
1192365000,38,21,fef80344
1192375000,38,22,0005fbde
1192385000,38,23,03640414
1192395000,38,24,fd11fc84
1192405000,38,25,01fa02d2
1192415000,38,26,fd7600ad
1192425000,38,27,0094fcff
1192435000,38,28,ffe7001a
1192445000,38,29,015600b6
1192455000,38,30,ff79ffce
1192465000,38,31,0044ffce
1194345000,39,0,ffc0fff8
1194355000,39,1,ffe2ff37
1194365000,39,2,ffa30327
1194375000,39,3,0077fbad
1194385000,39,4,000f0269
1194395000,39,5,ff3bffd6
1194405000,39,6,00f60141
1194415000,39,7,ff09ff06
1194425000,39,8,010effd2
1194435000,39,9,0114febb
1194445000,39,10,ff050343
1194455000,39,11,ff13fcd9
1194465000,39,12,016b0041
1194475000,39,13,ff5b009c
1194485000,39,14,ff52fff1
1194495000,39,15,00a90000
1196375000,39,16,ffbaff88
1196385000,39,17,fff5006d
1196395000,39,18,ffc2feed
1196405000,39,19,014b019f
1196415000,39,20,fec8fff2
1196425000,39,21,013dfe82
1196435000,39,22,fe3501cd
1196445000,39,23,ff08ff0a
1196455000,39,24,0390ff24
1196465000,39,25,fce900bb
1196475000,39,26,02b2ff89
1196485000,39,27,003b018b
1196495000,39,28,ff5aff62
1196505000,39,29,0095ff4e
1196515000,39,30,fed30025
1196525000,39,31,014a005c
1198405000,40,0,ffccfff5
1198415000,40,1,ff420021
1198425000,40,2,014000c3
1198435000,40,3,fe1dfdee
1198445000,40,4,028d0126
1198455000,40,5,fcadff5e
1198465000,40,6,028802ba
1198475000,40,7,fe66fe87
1198485000,40,8,0016fe0b
1198495000,40,9,029c01c5
1198505000,40,10,fe2a00f9
1198515000,40,11,fd71ffc2
1198525000,40,12,04edfe7a
1198535000,40,13,fe0900d8
1198545000,40,14,ff62ffca
1198555000,40,15,00c8ffcd
1200435000,40,16,0024fff3
1200445000,40,17,003200ff
1200455000,40,18,fd94fe84
1200465000,40,19,0288ffc8
1200475000,40,20,ff390155
1200485000,40,21,04b0fd85
1200495000,40,22,f9bf03ab
1200505000,40,23,0310fec1
1200515000,40,24,fd6cffd7
1200525000,40,25,02b201ad
1200535000,40,26,fe9cfdca
1200545000,40,27,00c8013a
1200555000,40,28,00affe15
1200565000,40,29,ffd80163
1200575000,40,30,ffc9ffcb
1200585000,40,31,0084ffd1
1202465000,41,0,0004ffbc
1202475000,41,1,fff90031
1202485000,41,2,fe0e0124
1202495000,41,3,02cdfd87
1202505000,41,4,ff510291
1202515000,41,5,ffb9fdf5
1202525000,41,6,feb70190
1202535000,41,7,02ebff04
1202545000,41,8,fbb8003a
1202555000,41,9,0357ff6b
1202565000,41,10,ff1a01f2
1202575000,41,11,fff1ff41
1202585000,41,12,006f0069
1202595000,41,13,000ffdc3
1202605000,41,14,ffbd01c2
1202615000,41,15,0027ff88
1204495000,41,16,00370037
1204505000,41,17,0070ffec
1204515000,41,18,ffdafeb2
1204525000,41,19,013e0332
1204535000,41,20,fd360004
1204545000,41,21,02e9fce8
1204555000,41,22,fd2b0221
1204565000,41,23,0240fe06
1204575000,41,24,fe81013b
1204585000,41,25,013c0134
1204595000,41,26,ffecfee8
1204605000,41,27,012a0198
1204615000,41,28,fe96fd96
1204625000,41,29,011301a4
1204635000,41,30,ffe30011
1204645000,41,31,ffb8ff6c
1206525000,42,0,ff9bffe3
1206535000,42,1,005cff56
1206545000,42,2,fffe0205
1206555000,42,3,fe77fd5f
1206565000,42,4,01d2006d
1206575000,42,5,ff9400ce
1206585000,42,6,ff1501c9
1206595000,42,7,fe4bfceb
1206605000,42,8,047d00b9
1206615000,42,9,fb440292
1206625000,42,10,04a8ff59
1206635000,42,11,fd15fdbb
1206645000,42,12,013a021b
1206655000,42,13,0058fe5a
1206665000,42,14,ff0900f5
1206675000,42,15,00b5ffab
1208555000,42,16,00520005
1208565000,42,17,002f0085
1208575000,42,18,ffd8fe4e
1208585000,42,19,ffc002a2
1208595000,42,20,010dff73
1208605000,42,21,ff11ff30
1208615000,42,22,00f30015
1208625000,42,23,fc6101f9
1208635000,42,24,0170fc0d
1208645000,42,25,03bb02c7
1208655000,42,26,fcf2ff7a
1208665000,42,27,02c401ea
1208675000,42,28,fe11fecb
1208685000,42,29,0049ff58
1208695000,42,30,00bb01ab
1208705000,42,31,ff2fff4f
1210585000,43,0,002d002d
1210595000,43,1,ffbfff13
1210605000,43,2,ff5b01f0
1210615000,43,3,00e1fce6
1210625000,43,4,ff74029f
1210635000,43,5,00d60041
1210645000,43,6,ff7efffb
1210655000,43,7,0051fc19
1210665000,43,8,ff7b049b
1210675000,43,9,ff05fd47
1210685000,43,10,01f901f0
1210695000,43,11,ffc9ff6e
1210705000,43,12,fea0ffdd
1210715000,43,13,007afec1
1210725000,43,14,010201d9
1210735000,43,15,ff61ff3f
1212615000,43,16,000b0075
1212625000,43,17,0036002e
1212635000,43,18,ff4afe46
1212645000,43,19,0370025e
1212655000,43,20,fb4a0015
1212665000,43,21,01dbffcb
1212675000,43,22,fffa009e
1212685000,43,23,ff84ff3e
1212695000,43,24,0125ff77
1212705000,43,25,fc4400d4
1212715000,43,26,04e0ffc4
1212725000,43,27,ff3effca
1212735000,43,28,ff2a00f3
1212745000,43,29,007bffd3
1212755000,43,30,ffa80064
1212765000,43,31,ffeeff3a
1214645000,44,0,ffed0005
1214655000,44,1,ffd8ff7e
1214665000,44,2,009b01b8
1214675000,44,3,ff12fd69
1214685000,44,4,003d01bd
1214695000,44,5,00f7fda7
1214705000,44,6,fcb90607
1214715000,44,7,0351fa8b
1214725000,44,8,fe2f00bd
1214735000,44,9,01d401d4
1214745000,44,10,ff790170
1214755000,44,11,ff90fbc7
1214765000,44,12,fffb02e5
1214775000,44,13,0125fdd3
1214785000,44,14,ff3701c5
1214795000,44,15,ffedff21
1216675000,44,16,0058004e
1216685000,44,17,ffa2fff5
1216695000,44,18,ff02fee8
1216705000,44,19,03860134
1216715000,44,20,fca2003e
1216725000,44,21,04aefe10
1216735000,44,22,fa9f0576
1216745000,44,23,0286fb6f
1216755000,44,24,ffbe00c4
1216765000,44,25,0038031f
1216775000,44,26,000afdf6
1216785000,44,27,ff440234
1216795000,44,28,00a8fc84
1216805000,44,29,00c00228
1216815000,44,30,ff55ffc0
1216825000,44,31,0018ff95
1218705000,45,0,00080006
1218715000,45,1,0056001d
1218725000,45,2,ffa4003b
1218735000,45,3,ff86ff97
1218745000,45,4,01c6016c
1218755000,45,5,ff9ffc37
1218765000,45,6,fec50460
1218775000,45,7,00f5fd5b
1218785000,45,8,fc0600c4
1218795000,45,9,0716fe6d
1218805000,45,10,fc9604c9
1218815000,45,11,fe08fb85
1218825000,45,12,01fc008a
1218835000,45,13,0089015f
1218845000,45,14,ff81ff6c
1218855000,45,15,ff99ffd9
1220735000,45,16,00020007
1220745000,45,17,00460053
1220755000,45,18,fdc6fecc
1220765000,45,19,04e000c5
1220775000,45,20,fbc7ff36
1220785000,45,21,02adffd6
1220795000,45,22,fecf024b
1220805000,45,23,ff42ffee
1220815000,45,24,01f8fdd9
1220825000,45,25,ff520165
1220835000,45,26,01e80122
1220845000,45,27,fc74000b
1220855000,45,28,ffabfdfa
1220865000,45,29,031b006a
1220875000,45,30,febffff7
1220885000,45,31,0032ffea
1222765000,46,0,00570008
1222775000,46,1,ffdb0055
1222785000,46,2,ff050087
1222795000,46,3,019bfd70
1222805000,46,4,fff002d9
1222815000,46,5,fefefd81
1222825000,46,6,fffb009b
1222835000,46,7,fff90068
1222845000,46,8,fd5b012e
1222855000,46,9,03fffdf7
1222865000,46,10,ff1902d1
1222875000,46,11,fec9fdf6
1222885000,46,12,00c601c1
1222895000,46,13,ffdcfdd3
1222905000,46,14,00f70205
1222915000,46,15,ff77feca
1224795000,46,16,fffb003a
1224805000,46,17,ffe1ffe5
1224815000,46,18,ff82fff5
1224825000,46,19,01a7ff07
1224835000,46,20,fdba0245
1224845000,46,21,0179005b
1224855000,46,22,fdd8ff8a
1224865000,46,23,008cfe56
1224875000,46,24,00e5fe54
1224885000,46,25,ff510633
1224895000,46,26,0146fae9
1224905000,46,27,ff0102ff
1224915000,46,28,015eff3d
1224925000,46,29,fe91017d
1224935000,46,30,ffb8fe58
1224945000,46,31,00700054
1226825000,47,0,ffa8ff4e
1226835000,47,1,00c30080
1226845000,47,2,feb5003b
1226855000,47,3,ff80fee0
1226865000,47,4,017100bb
1226875000,47,5,00aafe94
1226885000,47,6,fc8a049d
1226895000,47,7,030bfaca
1226905000,47,8,fd8803a6
1226915000,47,9,042dfcf2
1226925000,47,10,fbf10423
1226935000,47,11,01f4fcbc
1226945000,47,12,009f00f9
1226955000,47,13,ff6effd2
1226965000,47,14,ff50ff4d
1226975000,47,15,00b900d2
1228855000,47,16,00270075
1228865000,47,17,fff9006c
1228875000,47,18,0015fecb
1228885000,47,19,00690024
1228895000,47,20,ffb0015a
1228905000,47,21,00ddfee3
1228915000,47,22,fe9c0094
1228925000,47,23,01640262
1228935000,47,24,fc73fd29
1228945000,47,25,03f500c4
1228955000,47,26,fdd3001d
1228965000,47,27,0073fdb2
1228975000,47,28,01c6020c
1228985000,47,29,fe69feed
1228995000,47,30,017401e0
1229005000,47,31,fef4fec8
1230885000,48,0,fffa0051
1230895000,48,1,ff81ff79
1230905000,48,2,00110129
1230915000,48,3,0094fde4
1230925000,48,4,017002db
1230935000,48,5,f981fb89
1230945000,48,6,0781055a
1230955000,48,7,faf0fec5
1230965000,48,8,0242fd43
1230975000,48,9,015d02a7
1230985000,48,10,febbffbf
1230995000,48,11,fd80ffd0
1231005000,48,12,040cfe79
1231015000,48,13,ff1101a7
1231025000,48,14,fecbffa6
1231035000,48,15,00bcff67
1232915000,48,16,002e0061
1232925000,48,17,ffb30042
1232935000,48,18,ff81fdb5
1232945000,48,19,0297020a
1232955000,48,20,fbed0025
1232965000,48,21,0705fdbd
1232975000,48,22,fa62041c
1232985000,48,23,017efee8
1232995000,48,24,ff2effcd
1233005000,48,25,fe390138
1233015000,48,26,0247feaf
1233025000,48,27,ff4501ea
1233035000,48,28,0067fcb1
1233045000,48,29,002301ed
1233055000,48,30,ffde008c
1233065000,48,31,002aff40
1234945000,49,0,ffed0029
1234955000,49,1,ffbcff77
1234965000,49,2,00010229
1234975000,49,3,007ffc68
1234985000,49,4,ffb302b7
1234995000,49,5,0087fec8
1235005000,49,6,0065001e
1235015000,49,7,fc600149
1235025000,49,8,0371fe0f
1235035000,49,9,0164ff57
1235045000,49,10,fd830413
1235055000,49,11,fd8dfc2a
1235065000,49,12,048700a1
1235075000,49,13,fe5501fa
1235085000,49,14,ff8ffe36
1235095000,49,15,00880075
1236975000,49,16,fffb0001
1236985000,49,17,00ab00ee
1236995000,49,18,fe81fdb8
1237005000,49,19,01d00200
1237015000,49,20,fd8700cc
1237025000,49,21,0364fdc4
1237035000,49,22,fbe901c0
1237045000,49,23,02a9fd81
1237055000,49,24,fd0bff63
1237065000,49,25,044f0116
1237075000,49,26,009f0096
1237085000,49,27,fdce0258
1237095000,49,28,00a7fb74
1237105000,49,29,ff860204
1237115000,49,30,009b003e
1237125000,49,31,ffadff3b
1239005000,50,0,ffb80043
1239015000,50,1,0051ffb9
1239025000,50,2,ff13009c
1239035000,50,3,0046ff8d
1239045000,50,4,ff8aff7d
1239055000,50,5,01570141
1239065000,50,6,ff2d0058
1239075000,50,7,ff13ff7e
1239085000,50,8,00c20099
1239095000,50,9,02a1fd57
1239105000,50,10,feb90424
1239115000,50,11,fc90fbb5
1239125000,50,12,039402cf
1239135000,50,13,ff7bfe97
1239145000,50,14,ff2700f8
1239155000,50,15,009bff20
1241035000,50,16,ffcb0004
1241045000,50,17,008e0076
1241055000,50,18,ffc5ff3f
1241065000,50,19,fe880191
1241075000,50,20,02e2ff37
1241085000,50,21,fe8bffb3
1241095000,50,22,ffdf0184
1241105000,50,23,fdb7fce0
1241115000,50,24,03bb0120
1241125000,50,25,fdb60134
1241135000,50,26,039bfe55
1241145000,50,27,ff42039d
1241155000,50,28,fed8fcbd
1241165000,50,29,ff210117
1241175000,50,30,0161ffe8
1241185000,50,31,ffeffff6
1243065000,51,0,ff7effa9
1243075000,51,1,0028000a
1243085000,51,2,00dd01c4
1243095000,51,3,fdeefd38
1243105000,51,4,0258018c
1243115000,51,5,ff16fd61
1243125000,51,6,fe5e059f
1243135000,51,7,0298fae4
1243145000,51,8,ffd80249
1243155000,51,9,fc96ff16
1243165000,51,10,04110000
1243175000,51,11,fdb0ff62
1243185000,51,12,00ca03ee
1243195000,51,13,ff70fb9b
1243205000,51,14,00c40189
1243215000,51,15,fffe000e
1245095000,51,16,0013009f
1245105000,51,17,00510087
1245115000,51,18,fee2fd57
1245125000,51,19,011301cb
1245135000,51,20,0045ffdd
1245145000,51,21,ff75ff4a
1245155000,51,22,024900b8
1245165000,51,23,fd8001f9
1245175000,51,24,01a1fcf3
1245185000,51,25,fefd02fb
1245195000,51,26,000afd2b
1245205000,51,27,0021033b
1245215000,51,28,00abfbb5
1245225000,51,29,00510348
1245235000,51,30,ff97fefa
1245245000,51,31,0028ff55
1247125000,52,0,00390008
1247135000,52,1,ff2cff8f
1247145000,52,2,013701ec
1247155000,52,3,ff65fd8e
1247165000,52,4,ffe20017
1247175000,52,5,002f0236
1247185000,52,6,0237fe36
1247195000,52,7,fad6023f
1247205000,52,8,0515f93c
1247215000,52,9,fd060741
1247225000,52,10,00b9fdf6
1247235000,52,11,fe7300aa
1247245000,52,12,0404fde1
1247255000,52,13,fcbb017a
1247265000,52,14,011dff9c
1247275000,52,15,ffbe0019
1249155000,52,16,ffceffd1
1249165000,52,17,fff0009d
1249175000,52,18,ffd3fd4f
1249185000,52,19,00e20321
1249195000,52,20,fdf3fef7
1249205000,52,21,03cdfde4
1249215000,52,22,fe3f023c
1249225000,52,23,ff970061
1249235000,52,24,ff44fe03
1249245000,52,25,0246031d
1249255000,52,26,fefdff85
1249265000,52,27,fea40187
1249275000,52,28,000ffa71
1249285000,52,29,0195025a
1249295000,52,30,ffa5004c
1249305000,52,31,0033ffd7
1251185000,53,0,ffc7ffbd
1251195000,53,1,ffc5ffcf
1251205000,53,2,01b0003c
1251215000,53,3,fe030074
1251225000,53,4,0196fea2
1251235000,53,5,fc29fd74
1251245000,53,6,05a605c3
1251255000,53,7,f9dafe09
1251265000,53,8,04e9fdf5
1251275000,53,9,fd2d0143
1251285000,53,10,fff40158
1251295000,53,11,0181fe9c
1251305000,53,12,ff6e014c
1251315000,53,13,0081ffbe
1251325000,53,14,ffa2fef1
1251335000,53,15,006600bb
1253215000,53,16,ffe10011
1253225000,53,17,006a0066
1253235000,53,18,fe300046
1253245000,53,19,005ffea2
1253255000,53,20,015c00af
1253265000,53,21,00bdff3e
1253275000,53,22,fcf30197
1253285000,53,23,ff45ffec
1253295000,53,24,03ddffbf
1253305000,53,25,fdb4ffa4
1253315000,53,26,01360134
1253325000,53,27,fff1ff90
1253335000,53,28,fe960021
1253345000,53,29,01550110
1253355000,53,30,fe5fff37
1253365000,53,31,0103ffe2
1255245000,54,0,ffc4ffc1
1255255000,54,1,00cf007c
1255265000,54,2,febfff73
1255275000,54,3,007c002f
1255285000,54,4,00bc0028
1255295000,54,5,0166fdc4
1255305000,54,6,fbe80441
1255315000,54,7,01b8fbb7
1255325000,54,8,01320301
1255335000,54,9,005dfe12
1255345000,54,10,fd4b015b
1255355000,54,11,021efde3
1255365000,54,12,fe4a032e
1255375000,54,13,018efe76
1255385000,54,14,ff72ff81
1255395000,54,15,002e00c7
1257275000,54,16,0078002b
1257285000,54,17,fff8ffea
1257295000,54,18,ff5ffffc
1257305000,54,19,0103ffb6
1257315000,54,20,ff8affc1
1257325000,54,21,ff2e01d0
1257335000,54,22,ffe7fd09
1257345000,54,23,016f00d7
1257355000,54,24,fb560093
1257365000,54,25,0552fef4
1257375000,54,26,fd8b00f2
1257385000,54,27,023bfe7e
1257395000,54,28,fe080055
1257405000,54,29,00a000ea
1257415000,54,30,ffe7ffe5
1257425000,54,31,ff43ff5d
1259305000,55,0,0034ffa0
1259315000,55,1,ffed003c
1259325000,55,2,ffe30022
1259335000,55,3,0025fd5d
1259345000,55,4,023003eb
1259355000,55,5,fa9ffcb4
1259365000,55,6,02df0315
1259375000,55,7,02b4fdc4
1259385000,55,8,fb3801ca
1259395000,55,9,043dfd0a
1259405000,55,10,fdef02fc
1259415000,55,11,ff1ffef7
1259425000,55,12,00fcff93
1259435000,55,13,00b7008e
1259445000,55,14,ff2fff6d
1259455000,55,15,001000d8
1261335000,55,16,ff3bfff4
1261345000,55,17,0048009f
1261355000,55,18,ff79fe75
1261365000,55,19,00be00c9
1261375000,55,20,fef6ffdd
1261385000,55,21,0264fdcb
1261395000,55,22,fd5e05eb
1261405000,55,23,0169fd5d
1261415000,55,24,fd330026
1261425000,55,25,0318fd05
1261435000,55,26,fff30353
1261445000,55,27,fec0013b
1261455000,55,28,ff10fc21
1261465000,55,29,02280125
1261475000,55,30,feca00ad
1261485000,55,31,00b5ff93
1263365000,56,0,ffc90028
1263375000,56,1,ff65ff03
1263385000,56,2,00b70294
1263395000,56,3,ff2bfd27
1263405000,56,4,01be009f
1263415000,56,5,fc3bff27
1263425000,56,6,03180342
1263435000,56,7,fe8a00fb
1263445000,56,8,0051fa78
1263455000,56,9,025d0359
1263465000,56,10,fe47008c
1263475000,56,11,fe61ff9d
1263485000,56,12,0310feb5
1263495000,56,13,fedb0051
1263505000,56,14,ff520072
1263515000,56,15,00c2ffa5
1265395000,56,16,fff6002e
1265405000,56,17,00490032
1265415000,56,18,ff4afd64
1265425000,56,19,0108037f
